team,appearances,minutesPlayed,goals,assists,keyPasses,bigChancesCreated,successfulDribbles,accurateCrosses,shotsOnTarget,totalShots,rating
FC Porto,1,11,0,0,0,0,0,0,0,0,6.8
BSC Young Boys,1,10,0,0,0,0,1,0,0,1,6.8
AFC Ajax,2,24,0,0,0,0,1,0,0,1,6.8
Lille,2,22,0,0,1,0,3,1,0,1,6.8
Milan,4,252,0,0,0,0,3,0,0,2,6.8
Shakhtar Donetsk,5,322,0,0,10,1,9,0,1,7,6.8
Club Brugge KV,5,407,0,0,4,0,8,0,0,0,6.8
Juventus,6,264,0,0,3,0,2,1,0,2,6.8
Sporting CP,6,534,0,0,0,0,5,1,1,4,6.78
Milan,6,333,0,0,1,0,7,3,0,2,6.78
Liverpool FC,10,487,1,1,5,3,8,0,2,14,6.78
Paris Saint-Germain,5,315,0,0,0,0,0,0,0,1,6.78
Beşiktaş JK,5,442,0,0,2,0,3,0,0,3,6.78
Atalanta,4,211,1,0,3,0,7,1,2,2,6.78
Sheriff Tiraspol,5,101,1,0,1,0,0,0,1,3,6.78
Manchester United,4,210,0,0,0,0,3,0,1,1,6.78
Villarreal,10,645,0,0,5,1,5,3,0,1,6.77
Real Madrid,10,303,0,1,3,1,1,0,0,2,6.76
AFC Ajax,7,230,1,1,3,0,0,1,1,1,6.76
Manchester City,3,39,1,0,1,0,0,0,2,2,6.75
RB Leipzig,2,88,0,1,2,1,2,0,0,2,6.75
Shakhtar Donetsk,2,84,0,0,1,0,0,0,0,2,6.75
Atlético Madrid,4,226,0,0,1,0,3,0,0,1,6.75
Sheriff Tiraspol,6,540,0,0,2,0,3,3,0,2,6.75
Beşiktaş JK,5,109,0,0,1,0,4,1,0,0,6.74
Borussia Dortmund,5,171,0,0,3,1,2,1,1,3,6.74
Atlético Madrid,8,377,0,0,5,0,9,4,3,4,6.74
Atalanta,6,484,0,0,3,0,1,0,0,2,6.73
Sheriff Tiraspol,6,492,0,0,5,0,4,0,0,1,6.73
Lille,7,630,0,0,4,0,3,0,1,5,6.73
Sporting CP,5,134,0,0,1,0,6,0,1,3,6.73
Milan,5,352,1,1,4,1,12,0,2,5,6.72
Atalanta,5,218,1,1,3,0,1,0,1,3,6.72
Milan,6,375,0,0,2,0,10,3,1,2,6.72
Zenit St. Petersburg,4,292,1,0,1,0,0,3,2,2,6.7
Villarreal,8,462,1,0,2,1,11,1,2,3,6.7
Liverpool FC,1,59,0,0,1,0,0,0,0,0,6.7
Real Madrid,1,9,0,0,0,0,0,0,0,0,6.7
Shakhtar Donetsk,2,55,0,0,3,0,0,1,1,3,6.7
FC Bayern München,2,23,0,0,1,1,0,0,0,0,6.7
Malmö FF,2,89,0,0,1,0,2,0,0,1,6.7
Inter,2,17,0,0,0,0,0,0,1,3,6.7
Beşiktaş JK,2,55,0,0,2,0,1,2,0,0,6.7
Lille,3,29,0,0,1,0,1,0,0,0,6.7
FC Bayern München,4,78,0,0,0,0,1,0,0,0,6.7
Sevilla,4,200,0,0,2,0,0,0,0,1,6.7
Juventus,6,387,0,0,8,0,2,0,3,7,6.7
Shakhtar Donetsk,6,540,0,0,1,1,6,0,1,6,6.7
Lille,8,265,0,0,5,1,3,0,0,2,6.7
Atlético Madrid,9,665,0,1,6,2,3,0,0,4,6.69
Milan,6,445,0,0,3,0,11,1,1,4,6.68
Dynamo Kyiv,6,375,0,0,3,0,2,2,2,4,6.68
Dynamo Kyiv,5,436,0,0,6,2,5,0,4,4,6.68
Club Brugge KV,4,156,0,1,2,1,1,1,0,2,6.68
Liverpool FC,4,214,0,0,3,0,1,0,0,3,6.68
FC Barcelona,5,219,0,0,3,0,0,2,0,0,6.68
Benfica,5,44,0,0,1,0,2,1,0,0,6.68
Sevilla,6,327,1,0,5,0,5,2,2,3,6.67
Paris Saint-Germain,4,148,0,1,2,0,1,0,0,2,6.67
Club Brugge KV,3,55,0,0,0,0,1,0,0,0,6.67
Lille,7,444,0,0,6,0,3,5,0,4,6.66
Juventus,5,80,1,0,3,1,0,0,1,1,6.65
Red Bull Salzburg,8,517,1,0,8,1,6,2,2,12,6.65
Inter,5,197,0,1,1,0,0,0,0,2,6.65
Villarreal,6,222,0,1,4,1,2,1,2,4,6.65
Juventus,2,20,0,0,0,0,1,1,0,0,6.65
Inter,5,66,0,0,0,0,0,1,0,0,6.65
Malmö FF,5,88,0,0,2,0,2,1,0,0,6.65
Shakhtar Donetsk,5,255,0,0,4,0,3,0,0,1,6.64
Beşiktaş JK,3,261,0,0,0,0,1,0,0,4,6.63
Manchester United,8,194,0,0,0,0,2,0,0,1,6.63
Lille,4,56,0,0,2,0,3,3,0,1,6.63
Malmö FF,4,328,0,0,3,0,7,3,1,5,6.63
Benfica,9,703,1,1,15,5,18,3,1,9,6.62
Lille,5,255,0,0,1,0,3,0,0,4,6.62
Dynamo Kyiv,6,490,0,1,6,1,2,3,2,9,6.62
Red Bull Salzburg,8,715,0,2,13,0,10,5,3,9,6.61
FC Porto,2,84,0,1,2,1,3,2,1,1,6.6
Atalanta,6,405,0,1,5,1,4,1,1,7,6.6
Inter,7,467,0,1,6,0,3,1,1,6,6.6
FC Barcelona,1,17,0,0,1,0,0,0,0,0,6.6
Manchester United,1,8,0,0,0,0,1,0,0,0,6.6
Beşiktaş JK,1,90,0,0,1,0,2,1,0,1,6.6
Sevilla,1,22,0,0,0,0,0,0,0,1,6.6
BSC Young Boys,1,13,0,0,0,0,0,0,0,0,6.6
Manchester United,2,67,0,0,0,0,2,0,0,0,6.6
FC Barcelona,3,169,0,0,0,0,2,0,0,2,6.6
RB Leipzig,3,64,0,0,3,1,2,0,0,2,6.6
VfL Wolfsburg,4,337,0,0,1,0,8,2,1,1,6.6
Sevilla,4,168,0,0,4,0,1,1,1,1,6.6
Zenit St. Petersburg,5,156,0,0,2,0,2,1,1,2,6.6
Benfica,6,115,0,0,0,0,1,0,0,0,6.58
Zenit St. Petersburg,6,80,0,0,2,0,3,2,0,1,6.58
Manchester United,7,399,1,0,2,0,6,0,3,5,6.57
Dynamo Kyiv,3,93,0,0,0,0,1,0,0,1,6.57
VfL Wolfsburg,6,296,0,0,1,0,14,1,0,2,6.57
Shakhtar Donetsk,6,208,0,0,5,1,3,1,2,3,6.57
BSC Young Boys,6,271,1,1,1,1,2,1,3,6,6.55
Milan,2,117,1,0,1,1,0,0,2,2,6.55
Sporting CP,7,218,1,0,4,2,1,4,1,2,6.55
Malmö FF,2,122,0,0,0,0,0,0,0,0,6.55
Dynamo Kyiv,2,99,0,0,1,0,0,0,0,0,6.55
FC Porto,4,289,0,0,1,0,2,0,0,3,6.55
Shakhtar Donetsk,4,226,0,0,0,0,0,0,0,1,6.55
Beşiktaş JK,4,219,0,0,3,2,4,0,0,2,6.55
Manchester United,6,347,0,0,5,0,3,0,1,2,6.55
Liverpool FC,8,229,0,1,3,1,0,2,1,2,6.54
Beşiktaş JK,5,345,1,0,6,1,5,2,2,8,6.54
Malmö FF,3,222,1,0,0,0,2,0,1,3,6.53
Red Bull Salzburg,4,49,1,0,0,0,0,0,1,1,6.53
BSC Young Boys,3,269,0,0,2,0,0,2,3,8,6.53
Real Madrid,5,43,0,0,0,0,1,0,0,0,6.53
Benfica,9,543,0,0,5,1,8,5,4,9,6.53
FC Porto,4,212,0,0,1,0,3,2,0,0,6.53
Beşiktaş JK,4,83,0,0,0,0,1,0,0,0,6.53
AFC Ajax,5,76,0,0,0,0,0,0,0,0,6.53
FC Porto,6,217,0,0,0,0,4,0,1,4,6.52
Malmö FF,6,496,0,0,1,0,1,0,0,1,6.52
Juventus,1,9,0,0,0,0,0,0,0,0,6.5
Paris Saint-Germain,1,10,0,0,0,0,0,0,0,1,6.5
Manchester United,1,8,0,0,0,0,0,0,0,0,6.5
Dynamo Kyiv,1,9,0,0,1,1,0,1,0,0,6.5
Borussia Dortmund,2,60,0,0,0,0,0,0,0,1,6.5
Zenit St. Petersburg,2,20,0,0,0,0,0,0,0,0,6.5
AFC Ajax,3,43,0,0,0,0,2,0,0,0,6.5
Benfica,6,162,0,0,2,0,3,2,1,3,6.5
Zenit St. Petersburg,6,108,0,0,0,0,0,0,0,4,6.48
FC Bayern München,5,133,0,0,2,0,0,0,0,5,6.48
FC Barcelona,4,108,0,0,1,0,4,0,1,4,6.48
Inter,4,134,0,0,0,0,1,0,0,0,6.48
Beşiktaş JK,4,156,0,0,1,0,1,1,2,4,6.48
Malmö FF,5,283,0,0,4,0,3,1,2,4,6.46
Club Brugge KV,4,332,0,1,1,1,7,1,0,2,6.45
Lille,5,407,0,0,2,0,12,1,1,4,6.44
Sheriff Tiraspol,5,358,0,0,3,0,4,2,2,4,6.44
FC Barcelona,6,398,0,0,2,0,10,1,0,4,6.43
Shakhtar Donetsk,6,179,0,0,4,0,5,1,4,4,6.43
Benfica,9,347,0,0,2,0,7,0,0,0,6.43
Milan,5,321,0,1,3,1,0,3,1,4,6.4
Lille,1,13,0,0,0,0,0,0,0,0,6.4
Atlético Madrid,1,15,0,0,0,0,0,0,0,0,6.4
Villarreal,1,10,0,0,0,0,0,0,0,0,6.4
VfL Wolfsburg,2,35,0,0,0,0,0,0,0,0,6.4
Atalanta,3,56,0,0,0,0,0,0,1,2,6.4
Malmö FF,6,273,0,0,0,0,1,0,1,3,6.4
RB Leipzig,5,293,0,0,0,0,1,0,0,0,6.38
Sporting CP,4,213,0,0,1,0,0,0,0,0,6.38
Benfica,1,31,0,0,0,0,2,0,0,1,6.3
Red Bull Salzburg,1,23,0,0,0,0,0,0,0,0,6.3
Benfica,3,155,0,0,0,0,1,0,0,0,6.3
Club Brugge KV,5,298,0,0,2,0,7,0,0,6,6.3
Benfica,5,131,0,0,4,0,0,1,1,2,6.28
Dynamo Kyiv,3,91,0,0,2,0,0,0,0,3,6.27
Sheriff Tiraspol,6,406,0,0,4,0,11,0,0,2,6.23
BSC Young Boys,1,12,0,0,0,0,0,0,0,0,6.2
Dynamo Kyiv,2,54,0,0,0,0,1,0,0,0,6.2
Club Brugge KV,1,57,0,0,0,0,0,0,1,1,5.7
Juventus,1,1,0,0,0,0,0,0,0,0,0.0
Benfica,1,1,0,0,0,0,0,0,0,0,0.0
Club Brugge KV,1,1,0,0,0,0,0,0,0,0,0.0
Liverpool FC,1,1,0,0,0,0,0,0,0,0,0.0
Sheriff Tiraspol,1,1,0,0,0,0,0,0,0,0,0.0
Real Madrid,12,1106,15,2,20,5,12,3,23,46,8.08
RB Leipzig,6,531,7,1,9,1,4,4,11,17,7.87
FC Bayern München,10,876,13,3,12,3,9,0,19,31,7.84
Paris Saint-Germain,7,630,5,0,13,3,23,3,10,26,7.8
AFC Ajax,8,668,11,2,13,1,8,0,14,24,7.78
Juventus,5,254,3,1,7,2,10,1,5,12,7.6
Manchester United,7,611,6,0,9,0,9,2,12,22,7.54
Juventus,4,337,2,0,3,0,10,3,4,13,7.53
Chelsea,5,245,4,2,4,3,4,0,5,10,7.52
Paris Saint-Germain,8,673,6,4,12,3,23,0,15,27,7.41
AFC Ajax,8,629,3,1,17,4,0,8,5,16,7.4
Sporting CP,1,32,0,0,1,1,1,0,1,1,7.4
Real Madrid,11,504,5,2,9,1,10,4,10,23,7.27
Real Madrid,13,1199,4,6,31,4,32,5,8,27,7.27
Milan,2,115,1,0,2,0,3,1,1,1,7.25
AFC Ajax,7,630,2,1,25,3,9,19,3,11,7.24
Borussia Dortmund,6,392,3,0,8,2,15,2,6,11,7.18
Atalanta,4,249,1,1,12,1,7,4,1,3,7.18
Manchester City,8,352,4,1,3,1,12,0,7,9,7.16
Atlético Madrid,9,518,4,2,10,2,3,1,6,14,7.16
FC Barcelona,6,525,0,0,17,2,15,14,0,6,7.13
Inter,7,541,3,1,7,1,5,1,11,24,7.13
Chelsea,7,538,1,2,15,1,5,7,3,11,7.13
Manchester United,4,304,1,1,5,2,3,1,3,3,7.13
Lille,6,469,0,0,9,0,17,9,2,4,7.12
Villarreal,7,524,2,4,8,4,4,0,6,21,7.09
Atalanta,6,464,3,3,8,1,8,1,8,22,7.08
Benfica,10,613,6,0,5,1,13,2,8,17,7.06
Juventus,7,521,2,0,11,2,2,0,8,18,7.04
Paris Saint-Germain,6,467,0,2,11,2,14,0,1,8,7.02
Borussia Dortmund,3,203,3,0,2,1,2,0,7,12,7.0
Lille,5,298,1,2,5,2,11,0,4,11,7.0
Club Brugge KV,6,500,0,1,11,1,6,3,6,9,6.98
Zenit St. Petersburg,5,304,2,0,1,1,1,0,6,8,6.98
Inter,8,587,1,0,10,2,3,0,7,28,6.98
Club Brugge KV,6,528,0,1,7,0,19,3,5,10,6.97
Lille,7,530,3,0,1,1,7,2,8,25,6.93
Red Bull Salzburg,8,610,3,1,6,2,9,1,10,16,6.93
VfL Wolfsburg,5,258,2,0,2,0,3,2,2,5,6.9
Liverpool FC,7,185,1,1,1,1,3,0,2,13,6.9
Juventus,2,180,1,0,1,0,1,0,4,5,6.9
Villarreal,3,73,1,0,0,0,0,0,2,4,6.9
Sheriff Tiraspol,3,155,1,0,4,0,0,0,2,3,6.9
Villarreal,11,906,6,1,6,1,16,3,14,25,6.89
BSC Young Boys,6,341,2,0,4,0,2,0,3,10,6.88
BSC Young Boys,6,489,1,0,6,1,5,1,3,10,6.88
VfL Wolfsburg,5,322,2,0,2,1,6,0,4,9,6.88
Sporting CP,8,583,3,1,7,1,4,0,8,16,6.88
Lille,8,679,3,0,7,0,10,1,5,12,6.88
Sporting CP,4,205,1,1,3,1,1,1,3,4,6.88
Chelsea,7,368,2,1,7,0,7,1,2,6,6.87
Red Bull Salzburg,6,345,3,0,7,2,2,0,5,7,6.87
FC Bayern München,4,49,1,0,0,0,4,0,1,3,6.87
Shakhtar Donetsk,5,350,2,0,2,0,7,1,5,12,6.86
RB Leipzig,6,410,3,1,8,1,5,1,10,21,6.85
Sevilla,6,272,1,0,3,0,2,1,5,10,6.85
Real Madrid,3,83,0,0,2,0,2,0,3,3,6.83
Chelsea,6,320,2,0,7,1,1,1,3,12,6.82
Manchester City,12,584,3,2,11,1,17,1,6,16,6.81
Chelsea,9,672,3,0,8,1,9,1,11,26,6.8
Benfica,10,515,3,0,2,1,8,0,10,15,6.8
Manchester United,3,172,1,0,0,0,1,0,3,4,6.8
Atalanta,5,133,1,0,2,0,4,0,4,8,6.8
Borussia Dortmund,5,395,0,0,8,2,7,7,0,4,6.78
Atlético Madrid,8,573,1,1,7,2,5,1,3,10,6.78
RB Leipzig,4,152,0,1,2,1,2,0,1,5,6.78
Villarreal,7,432,1,0,5,0,11,0,2,4,6.77
Beşiktaş JK,3,184,0,0,1,0,7,0,0,1,6.77
AFC Ajax,2,56,0,0,0,0,5,0,1,4,6.75
VfL Wolfsburg,2,90,0,0,0,0,3,0,0,1,6.75
FC Porto,4,313,0,0,2,0,3,0,1,4,6.75
AFC Ajax,5,203,1,0,4,1,4,3,3,6,6.74
Sheriff Tiraspol,3,206,1,0,0,0,1,0,2,4,6.73
FC Barcelona,3,122,0,0,2,0,3,2,1,4,6.73
Milan,4,294,1,1,2,1,10,3,1,1,6.7
Inter,6,155,1,1,3,0,4,0,1,2,6.7
FC Porto,6,496,1,1,3,0,2,0,3,17,6.7
Manchester United,1,22,0,0,0,0,0,0,0,0,6.7
VfL Wolfsburg,5,398,0,0,4,0,1,0,3,8,6.68
FC Barcelona,3,154,1,0,3,0,2,0,1,4,6.67
Zenit St. Petersburg,6,276,0,1,3,1,1,0,1,6,6.65
Benfica,7,374,1,0,2,0,2,0,2,10,6.64
Manchester United,5,258,1,0,0,0,1,0,2,10,6.64
AFC Ajax,5,115,0,0,1,0,0,0,0,1,6.64
Club Brugge KV,3,68,0,0,0,0,0,0,1,2,6.63
Red Bull Salzburg,6,233,0,0,1,0,2,1,3,6,6.63
Red Bull Salzburg,8,241,1,0,3,0,4,0,3,4,6.61
Atlético Madrid,10,400,1,0,3,0,5,2,3,10,6.61
Manchester City,1,72,0,0,2,0,1,0,1,3,6.6
Manchester United,1,68,0,0,0,0,1,0,1,2,6.6
Club Brugge KV,1,8,0,0,0,0,1,0,0,1,6.6
Shakhtar Donetsk,2,101,0,0,1,0,0,0,1,1,6.6
Sporting CP,3,79,0,0,2,1,0,1,0,0,6.6
Beşiktaş JK,5,383,0,0,3,0,9,1,2,10,6.6
BSC Young Boys,5,75,0,0,1,0,0,1,0,3,6.6
Malmö FF,6,501,0,0,5,0,3,0,1,8,6.6
Villarreal,9,282,2,0,2,0,3,0,2,3,6.59
Manchester United,4,74,0,1,2,1,1,0,0,1,6.58
Atlético Madrid,7,347,1,0,2,0,1,0,2,8,6.57
Real Madrid,3,113,0,0,2,0,0,0,1,4,6.57
FC Barcelona,3,105,0,0,1,0,4,0,1,2,6.57
Milan,5,261,0,0,1,0,0,0,3,5,6.56
Milan,4,160,0,0,0,0,0,1,0,3,6.55
Sevilla,4,204,0,0,1,0,1,1,0,5,6.55
Juventus,6,172,1,0,3,0,0,0,4,9,6.53
VfL Wolfsburg,3,119,0,0,1,0,0,0,0,2,6.53
FC Porto,6,152,0,0,0,0,0,0,0,1,6.53
Beşiktaş JK,5,354,1,0,2,0,7,0,5,8,6.52
Sporting CP,5,169,0,0,1,0,2,1,1,3,6.52
Liverpool FC,11,578,1,1,8,1,11,0,7,16,6.5
Red Bull Salzburg,1,8,0,0,0,0,0,0,0,1,6.5
Villarreal,1,11,0,0,0,0,0,0,0,0,6.5
Dynamo Kyiv,2,105,0,0,0,0,2,0,0,0,6.5
Dynamo Kyiv,2,81,0,0,1,0,0,0,0,0,6.5
FC Porto,3,46,0,0,0,0,0,0,0,0,6.5
Malmö FF,4,115,0,0,1,0,0,0,0,2,6.5
Inter,5,106,0,0,0,0,0,0,1,1,6.5
Malmö FF,6,359,0,1,3,0,8,0,0,5,6.48
Real Madrid,2,19,0,0,0,0,0,0,0,0,6.45
Sporting CP,2,104,0,0,1,0,0,0,0,0,6.45
Dynamo Kyiv,2,19,0,0,0,0,0,0,0,0,6.45
Shakhtar Donetsk,6,374,0,0,5,1,7,0,2,8,6.45
Malmö FF,5,440,0,0,4,0,5,2,0,0,6.44
Milan,3,30,0,0,0,0,0,0,0,0,6.43
Manchester United,4,123,0,1,3,1,2,0,2,2,6.43
Atlético Madrid,7,472,0,0,1,1,16,1,2,6,6.41
Manchester City,1,9,0,0,0,0,0,0,0,0,6.4
Lille,1,9,0,0,0,0,1,0,0,0,6.4
Sevilla,1,20,0,0,0,0,0,0,0,0,6.4
Shakhtar Donetsk,1,8,0,0,0,0,0,0,0,0,6.4
VfL Wolfsburg,1,9,0,0,0,0,0,0,0,0,6.4
FC Porto,2,37,0,0,0,0,0,0,0,1,6.4
Club Brugge KV,2,26,0,0,0,0,0,0,0,0,6.4
Sheriff Tiraspol,2,19,0,0,0,0,0,0,0,0,6.4
FC Barcelona,3,179,0,0,1,1,0,0,2,6,6.4
Borussia Dortmund,3,28,0,0,0,0,1,0,0,1,6.4
Atlético Madrid,5,142,0,0,1,0,3,0,1,4,6.4
Villarreal,8,267,1,0,2,0,0,0,2,5,6.37
Paris Saint-Germain,3,51,0,0,1,0,0,0,0,1,6.35
FC Barcelona,1,15,0,0,0,0,1,0,0,1,6.3
Borussia Dortmund,1,20,0,0,0,0,0,0,0,2,6.3
BSC Young Boys,4,60,0,0,0,0,1,0,0,1,6.3
Beşiktaş JK,5,264,0,0,1,1,10,0,0,2,6.28
Sevilla,2,83,0,0,0,0,0,0,0,3,6.15
Borussia Dortmund,2,99,0,0,0,0,0,0,0,1,6.1
Real Madrid,1,12,0,0,0,0,0,0,0,0,6.0
Benfica,1,9,0,0,0,0,0,0,1,3,5.7
Sporting CP,1,1,0,0,0,0,0,0,0,0,0.0
Juventus,1,1,0,0,0,0,0,0,0,0,0.0
Zenit St. Petersburg,1,2,0,0,0,0,0,0,0,1,0.0
